module,type,name,res_id,src,value,comments
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_cost_report__vehicle_type,Vehicle Type,Tipo de vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__active,Active,Activo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_calendar_event_id,Next Activity Calendar Event,Siguiente evento en el calendario de actividades.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_date_deadline,Next Activity Deadline,Fecha límite de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_exception_decoration,Activity Exception Decoration,Decoración de actividad de excepción,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__activity_exception_decoration,Type of the exception activity on record.,Tipo de actividad de excepción registrada.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_exception_icon,Icon,Icono,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__activity_exception_icon,Icon to indicate an exception activity.,Icono para indicar una actividad de excepción.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_ids,Activities,Actividades,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_state,Activity State,Estado de la actividad,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","Estado basado en actividades
Vencida: la fecha límite ya pasó
Hoy: la fecha límite es hoy
Planeada: futuras actividades.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_summary,Next Activity Summary,Resumen de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_type_icon,Activity Type Icon,Icono de tipo de actividad,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__activity_type_icon,Font awesome icon e.g. fa-tasks,Icono de Font Awesome ej. fa-tasks,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_type_id,Next Activity Type,Tipo de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__activity_user_id,Responsible User,Usuario responsable,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__amount,Cost,Costo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__company_id,Company,Empresa,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__cost_frequency,Recurring Cost Frequency,Frecuencia de los costos recurrentes,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__cost_generated,Recurring Cost,Costo recurrente,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__cost_subtype_id,Type,Tipo,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__cost_subtype_id,Cost type purchased with this cost,Tipo de costo comprado con este costo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__currency_id,Currency,Divisa,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__date,Date,Fecha,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__date,Date when the cost has been executed,Fecha en la que se ejecutó el costo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__days_left,Warning Date,Fecha de advertencia,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__expiration_date,Contract Expiration Date,Fecha de vencimiento del contrato,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__expiration_date,"Date when the coverage of the contract expirates (by default, one year after begin date)","Fecha en la que la cobertura de los contratos expira (de forma predeterminada, un año después de la fecha de inicio)",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__expires_today,Expires Today,Expira hoy,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__has_message,Has Message,Tiene un mensaje,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__ins_ref,Reference,Referencia,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__insurer_id,Vendor,Proveedor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_attachment_count,Attachment Count,Número de archivos adjuntos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_follower_ids,Followers,Seguidores,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_has_error,Message Delivery error,Error de envío de mensaje,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__message_has_error,"If checked, some messages have a delivery error.","Si se encuentra seleccionado, algunos mensajes tienen error de envío.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_has_error_counter,Number of errors,Número de errores,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__message_has_error_counter,Number of messages with delivery error,Número de mensajes con error de envío,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_ids,Messages,Mensajes,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_is_follower,Is Follower,Es un seguidor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_main_attachment_id,Main Attachment,Archivo adjunto principal,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_needaction,Action Needed,Acción requerida,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__message_needaction,"If checked, new messages require your attention.","Si se encuentra seleccionado, hay nuevos mensajes que requieren su atención.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_needaction_counter,Number of Actions,Número de acciones,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__message_needaction_counter,Number of messages which requires an action,Número de mensajes que requieren una acción,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__message_partner_ids,Followers (Partners),Seguidores (partners),
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__my_activity_date_deadline,My Activity Deadline,Fecha límite de mi actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__name,Name,Nombre,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__notes,Terms and Conditions,Términos y condiciones,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__notes,Write here all supplementary information relative to this contract,Escriba aquí toda la información suplementaria relativa a este contrato,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__purchaser_id,Driver,Conductor,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__purchaser_id,Driver address of the vehicle,Dirección del conductor del vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__service_ids,Included Services,Servicios incluidos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__start_date,Contract Start Date,Fecha de inicio del contrato,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__start_date,Date when the coverage of the contract begins,Fecha en la que comienza la cobertura del contrato,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__state,Status,Estado,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_contract__state,Choose whether the contract is still valid or not,Elija si el contrato sigue siendo válido o no,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__user_id,Responsible,Responsable,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__vehicle_id,Vehicle,Vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_contract__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__active,Active,Activo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_calendar_event_id,Next Activity Calendar Event,Siguiente evento en el calendario de actividades.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_date_deadline,Next Activity Deadline,Fecha límite de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_exception_decoration,Activity Exception Decoration,Decoración de actividad de excepción,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__activity_exception_decoration,Type of the exception activity on record.,Tipo de actividad de excepción registrada.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_exception_icon,Icon,Icono,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__activity_exception_icon,Icon to indicate an exception activity.,Icono para indicar una actividad de excepción.,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_ids,Activities,Actividades,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_state,Activity State,Estado de la actividad,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","Estado basado en actividades
Vencida: la fecha límite ya pasó
Hoy: la fecha límite es hoy
Planeada: futuras actividades.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_summary,Next Activity Summary,Resumen de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_type_icon,Activity Type Icon,Icono de tipo de actividad,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__activity_type_icon,Font awesome icon e.g. fa-tasks,Icono de Font Awesome ej. fa-tasks,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_type_id,Next Activity Type,Tipo de la siguiente actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__activity_user_id,Responsible User,Usuario responsable,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__amount,Cost,Costo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__company_id,Company,Empresa,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__currency_id,Currency,Divisa,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__date,Date,Fecha,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__date,Date when the cost has been executed,Fecha en la que se ejecutó el costo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__description,Description,Descripción,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__has_message,Has Message,Tiene un mensaje,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__inv_ref,Vendor Reference,Referencia de proveedor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__manager_id,Fleet Manager,Gerente de flota,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_attachment_count,Attachment Count,Número de archivos adjuntos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_follower_ids,Followers,Seguidores,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_has_error,Message Delivery error,Error de envío de mensaje,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__message_has_error,"If checked, some messages have a delivery error.","Si se encuentra seleccionado, algunos mensajes tienen error de envío.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_has_error_counter,Number of errors,Número de errores,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__message_has_error_counter,Number of messages with delivery error,Número de mensajes con error de envío,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_ids,Messages,Mensajes,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_is_follower,Is Follower,Es un seguidor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_main_attachment_id,Main Attachment,Archivo adjunto principal,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_needaction,Action Needed,Acción requerida,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__message_needaction,"If checked, new messages require your attention.","Si se encuentra seleccionado, hay nuevos mensajes que requieren su atención.",
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_needaction_counter,Number of Actions,Número de acciones,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__message_needaction_counter,Number of messages which requires an action,Número de mensajes que requieren una acción,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__message_partner_ids,Followers (Partners),Seguidores (partners),
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__my_activity_date_deadline,My Activity Deadline,Fecha límite de mi actividad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__notes,Notes,Notas,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__odometer,Odometer Value,Valor del odómetro,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__odometer,Odometer measure of the vehicle at the moment of this log,Medida del odómetro del vehículo al momento del registro,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__odometer_id,Odometer,Odómetro,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_log_services__odometer_id,Odometer measure of the vehicle at the moment of this log,Medida del odómetro del vehículo al momento del registro,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__odometer_unit,Unit,Unidad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__purchaser_id,Driver,Conductor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__service_type_id,Service Type,Tipo de servicio,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__state,Stage,Etapa,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__vehicle_id,Vehicle,Vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__vendor_id,Vendor,Proveedor,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_log_services__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__active,Active,Activo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__brand_id,Manufacturer,Fabricante,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__category_id,Category,Categoría,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__co2_standard,Co2 Standard,Estándar de CO2,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__color,Color,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__default_co2,CO2 Emissions,Emisiones de CO2,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__default_fuel_type,Fuel Type,Tipo de combustible,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__doors,Doors Number,Número de puertas,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__electric_assistance,Electric Assistance,Asistencia eléctrica,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__horsepower,Horsepower,Caballos de fuerza,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__horsepower_tax,Horsepower Taxation,Impuestos sobre caballos de fuerza,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__image_128,Logo,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__model_year,Model Year,Año del modelo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__name,Model name,Nombre del modelo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__power,Power,Potencia,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__seats,Seats Number,Número de asientos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__trailer_hook,Trailer Hitch,Enganche de remolque,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__transmission,Transmission,Transmisión,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__vehicle_count,Vehicle Count,Número de vehículos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__vehicle_type,Vehicle Type,Tipo de vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__vendors,Vendors,Proveedores,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__image_128,Logo,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__model_count,Model Count,Número de modelos,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__model_ids,Model,Modelo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__name,Name,Nombre,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_brand__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__name,Name,Nombre,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__sequence,Sequence,Secuencia,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_model_category__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__date,Date,Fecha,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__driver_id,Driver,Conductor,
fleet,model,"ir.model.fields,help",fleet.field_fleet_vehicle_odometer__driver_id,Driver address of the vehicle,Dirección del conductor del vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__name,Name,Nombre,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__unit,Unit,Unidad,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__value,Odometer Value,Valor del odómetro,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__vehicle_id,Vehicle,Vehículo,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_odometer__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__id,ID,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__name,Name,Nombre,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__sequence,Sequence,Secuencia,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__write_date,Last Updated on,Última actualización el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_state__write_uid,Last Updated by,Última actualización por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag____last_update,Last Modified on,Última modificación el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag__color,Color,,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag__create_date,Created on,Creado el,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag__create_uid,Created by,Creado por,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag__display_name,Display Name,Nombre en pantalla,
fleet,model,"ir.model.fields,field_description",fleet.field_fleet_vehicle_tag__id,ID,,
